	id	title	all_artists	popularity	release_date	danceability	energy	key	loudness	mode	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature
321	4VYmdTVFXDq0LtYMoVswTv	TABOO | TA13OO	Denzel Curry	56	2018-07-27	0.441	0.594	1	-8.271	1	0.269	0.0	0.143	0.491	139.28	197440	4
322	5mexbTuWx9d8DPZk4sDGF4	BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK]	GoldLink	60	2018-07-27	0.551	0.725	1	-7.619	0	0.194	0.0	0.0956	0.692	99.919	210960	4
323	5ZJABzmKr9flocrtQqbINO	CASH MANIAC | CAZH MAN1AC [FEAT. NYYJERYA]	Nyyjerya	50	2018-07-27	0.544	0.694	11	-6.648	0	0.0872	0.0	0.508	0.4	119.005	198773	3
324	7EHAXZenBzmGCpccWCyg8z	SUMO | ZUMO	Denzel Curry	55	2018-07-27	0.822	0.861	11	-8.846	1	0.25	7e-05	0.164	0.548	123.964	227373	4
325	3HXSQWIyz7CUEI96kUurwn	SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN	Denzel Curry	53	2018-07-27	0.76	0.715	1	-7.128	1	0.0543	9.07e-06	0.119	0.0479	142.035	132813	4
326	7oopoWQa0jicMSf9SFtxMK	SWITCH IT UP | ZWITCH 1T UP	Denzel Curry	52	2018-07-27	0.567	0.723	9	-5.33	0	0.0121	0.0	0.264	0.272	128.463	175907	4
327	6xXYFVsFDGSLNzeE9zGCiL	MAD I GOT IT | MAD 1 GOT 1T	Denzel Curry	48	2018-07-27	0.715	0.57	0	-7.682	0	0.222	2.32e-06	0.343	0.371	107.766	232293	4
328	6b4A1mLzePAHGn3XCicLAe	SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D]	JID	55	2018-07-27	0.66	0.784	6	-7.696	1	0.0806	0.0	0.113	0.642	157.991	236107	4
329	2LNMhZ3YijTO7USmqjgJfG	CLOUT COBAIN | CLOUT CO13A1N	Denzel Curry	64	2018-07-27	0.794	0.448	10	-4.771	0	0.591	0.0	0.109	0.588	120.055	231333	4
330	6FhEDaaRFyPRMYqhhXivO9	THE BLACKEST BALLOON | THE 13LACKEZT 13ALLOON	Denzel Curry	46	2018-07-27	0.843	0.468	1	-7.601	1	0.0123	0.00331	0.12	0.0934	145.005	175173	4
331	2NjeQLvFsfeKdZoA7dbfL1	PERCS | PERCZ	Denzel Curry	52	2018-07-27	0.707	0.617	6	-8.446	0	0.0222	0.0	0.345	0.534	160.003	186627	4
332	4d8BSdhx6WT5GtTOWpv4rh	VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1]	ZillaKami	57	2018-07-27	0.729	0.799	11	-6.136	0	0.0573	4.18e-06	0.289	0.439	144.025	240213	4
333	5vm7y9SmcH0S1NOQanb8rQ	BLACK METAL TERRORIST | 13 M T	Denzel Curry	51	2018-07-27	0.626	0.659	0	-8.324	0	0.0182	1.01e-06	0.348	0.112	77.005	161627	4
334	4IIuCotvqijraSdnVLaFnM	Beautiful Trip	Kid Cudi	47	2020-12-11	0.331	0.513	11	-15.392	0	0.972	0.953	0.882	0.42	133.971	37013	4
335	30KctD1WsHKTIYczXjip5a	Tequila Shots	Kid Cudi	72	2020-12-11	0.712	0.556	5	-7.214	0	0.084	5.04e-05	0.527	0.22	90.494	193293	4
336	6myUpr3GDR80Dg3zqNTmmG	Another Day	Kid Cudi	59	2020-12-11	0.646	0.758	4	-7.75	0	0.556	0.00316	0.335	0.0642	172.995	199787	4
337	1xzUQMiCoY5pdego0pHMeV	She Knows This	Kid Cudi	57	2020-12-11	0.39	0.724	6	-7.607	0	0.162	0.0	0.393	0.312	165.945	216560	4
338	7Hc3YL8oDiAzbiAW32KXrw	Dive	Kid Cudi	57	2020-12-11	0.64	0.621	9	-8.269	0	0.67	0.0	0.36	0.332	123.105	148707	4
339	2n7Ao4nyESBa5ti8gcAbBt	Damaged	Kid Cudi	51	2020-12-11	0.625	0.581	8	-7.1	1	0.553	0.00111	0.254	0.267	142.04	150853	4
340	2koUj1Fn5TKFEkChSmBPIb	Heaven On Earth	Kid Cudi	56	2020-12-11	0.786	0.61	0	-6.736	1	0.379	0.00082	0.0765	0.228	130.036	201093	4
341	5CFJRZRq6sdKKtRwNPWbYv	Show Out (with Skepta & Pop Smoke)	Pop Smoke	70	2020-12-11	0.619	0.589	1	-6.531	1	0.43	0.000392	0.378	0.158	143.896	174960	4
342	27oVCAziETRbNuo5A8LNpg	Solo Dolo, Pt. III	Kid Cudi	58	2020-12-11	0.589	0.727	10	-6.907	0	0.239	0.0277	0.164	0.52	152.058	242267	4
343	4nuAslShoN77tq12fzwjUq	Sad People	Kid Cudi	61	2020-12-11	0.636	0.647	5	-6.971	0	0.247	0.00123	0.113	0.416	158.073	176027	4
344	6jiwr6xTHqjdun5d3cEwXV	Elsie's Baby Boy (flashback)	Kid Cudi	49	2020-12-11	0.615	0.663	2	-7.812	0	0.208	0.377	0.366	0.128	95.158	219213	3
345	3Uw2se3aQU1UFrpRBvBnB4	Sept. 16	Kid Cudi	54	2020-12-11	0.646	0.645	4	-7.214	0	0.764	0.114	0.137	0.473	140.987	249040	4
346	2yg7MXp8nSPaf61HVkhEr3	The Void	Kid Cudi	58	2020-12-11	0.464	0.459	7	-8.736	0	0.365	0.28	0.117	0.0786	142.017	325413	4
347	3JdwGk8j7lHN5qdzJZklam	Lovin’ Me (feat. Phoebe Bridgers)	Phoebe Bridgers	55	2020-12-11	0.604	0.605	1	-7.861	1	0.152	0.000845	0.157	0.168	141.527	165893	4
348	4EjbAh7YHU3VARkfkamZ8R	The Pale Moonlight	Kid Cudi	53	2020-12-11	0.576	0.807	7	-7.733	0	0.455	6.6e-05	0.209	0.612	160.009	176293	4
349	4J9SI7do4KOEsCexqEbjmR	Rockstar Knights (with Trippie Redd)	Trippie Redd	56	2020-12-11	0.625	0.682	6	-6.292	0	0.384	4.54e-06	0.337	0.384	178.052	231467	4
350	2ZDRkJrKbceJRgLKkuex14	4 Da Kidz	Kid Cudi	52	2020-12-11	0.41	0.602	5	-9.545	1	0.407	0.142	0.635	0.393	134.224	184240	5
351	7f2voPcnDEAzX4yB8SLnU2	Lord I Know	Kid Cudi	53	2020-12-11	0.613	0.572	0	-9.6	1	0.583	0.295	0.102	0.0389	180.061	212040	4
352	3jgrNd3uPU1c2PFBKYsV9d	Alewife	Clairo	60	2019-08-02	0.433	0.329	3	-13.288	1	0.932	0.0474	0.1	0.264	102.971	213000	4
353	71WT6kvVYlGba71B65JrH4	Impossible	Clairo	53	2019-08-02	0.432	0.615	0	-11.79	1	0.255	0.00619	0.128	0.55	99.574	230347	4
354	3r2TFFPynN97CgmzXKal5X	Closer To You	Clairo	52	2019-08-02	0.76	0.376	0	-9.397	1	0.164	0.000473	0.107	0.663	76.996	184293	4
355	0zzz9l8ZX5vDBJmNHnWOom	North	Clairo	59	2019-08-02	0.352	0.632	2	-6.261	1	0.244	1.82e-05	0.153	0.54	96.929	213253	4
356	6UFivO2zqqPFPoQYsEMuCc	Bags	Clairo	75	2019-08-02	0.742	0.546	1	-7.694	1	0.172	0.38	0.115	0.868	104.996	260520	4
357	4PvbbMYL4fkToni5BLaYRb	Softly	Clairo	68	2019-08-02	0.759	0.436	0	-11.233	0	0.33	0.0113	0.102	0.782	94.03	185307	4
358	7B3z0ySL9Rr0XvZEAjWZzM	Sofia	Clairo	80	2019-08-02	0.744	0.619	0	-9.805	1	0.598	0.00372	0.231	0.641	112.997	188387	4
359	08IFMDAxF7Se7X8RNyoQWF	White Flag	Clairo	54	2019-08-02	0.375	0.473	0	-10.053	1	0.644	0.0302	0.119	0.0613	100.25	181253	4
360	27vN7hM1uXKgkjtSCwKkkb	Feel Something	Clairo	59	2019-08-02	0.474	0.439	1	-10.107	1	0.447	0.000178	0.113	0.222	114.856	176800	4
361	7BQWJDX9GGqq3D6ezggaqB	Sinking	Clairo	53	2019-08-02	0.79	0.338	8	-8.899	1	0.586	0.000147	0.0899	0.555	99.339	190000	3
362	6YTUGuz1IzqKFpNm0yGQws	I Wouldn't Ask You	Clairo	54	2019-08-02	0.363	0.376	1	-10.95	1	0.706	0.0144	0.0841	0.242	133.76	416373	4
363	4OGIeHtYhRTJ8iW21UUyZW	Bad Bitch From Tokyo (Intro)	Pop Smoke	54	2020-07-03	0.645	0.64	10	-6.871	0	0.395	1.04e-05	0.286	0.674	140.248	48000	4
364	6O7fPYTsb2mY0PiFt2ymDB	Aim For The Moon (feat. Quavo)	Quavo	63	2020-07-03	0.713	0.605	11	-7.487	1	0.497	3.46e-06	0.115	0.432	142.025	175756	4
365	0PvFJmanyNQMseIFrU708S	For The Night (feat. Lil Baby & DaBaby)	DaBaby	80	2020-07-03	0.823	0.586	6	-6.606	0	0.114	0.0	0.193	0.347	125.971	190476	4
366	7sjFIZ1g5QLJLGja3k592K	44 BullDog	Pop Smoke	63	2020-07-03	0.8	0.564	8	-5.817	1	0.0287	1.65e-06	0.112	0.318	139.989	150857	4
367	1hg3RlqFZXJb5YgRoK9qmF	Gangstas	Pop Smoke	72	2020-07-03	0.548	0.506	4	-7.434	0	0.203	0.0001	0.0788	0.557	119.987	160000	5
368	0bjgQ24UZGwKikldIyEOgf	Yea Yea	Pop Smoke	58	2020-07-03	0.717	0.474	5	-8.383	0	0.0509	0.0	0.139	0.448	123.906	185804	4
369	3eV2WT9YhfzkxbufnBF8wK	Creature (feat. Swae Lee)	Swae Lee	61	2020-07-03	0.794	0.717	7	-5.73	1	0.0511	0.0	0.195	0.372	141.881	202816	4
370	2FhEj9lvEIaJihjFprRrGt	Snitching (feat. Quavo & Future)	Future	55	2020-07-03	0.944	0.579	8	-4.961	1	0.0381	0.0	0.253	0.769	135.033	259346	4
371	71d7LaAgPcNcUopu3OzmP7	Make It Rain (feat. Rowdy Rebel)	Rowdy Rebel	58	2020-07-03	0.5	0.767	1	-4.105	1	0.162	9.79e-05	0.385	0.58	159.477	202443	4
372	1H7KnK26kc1YyellpbINEn	The Woo (feat. 50 Cent & Roddy Ricch)	Roddy Ricch	74	2020-07-03	0.49	0.618	1	-5.655	1	0.0221	3.77e-06	0.259	0.286	99.7	201600	4
373	1JDhNQ0oOT7XpclZn3aQ8F	West Coast Shit (feat. Tyga & Quavo)	Quavo	57	2020-07-03	0.831	0.762	11	-5.656	0	0.0885	0.0	0.107	0.495	99.999	192000	4
374	3NWrHCwvyII4fTx05PN3IO	Enjoy Yourself (feat. Karol G)	KAROL G	66	2020-07-03	0.764	0.676	11	-6.761	0	0.389	0.0	0.215	0.461	97.02	197938	4
375	5rZlwNFl01HqLWBQGryKSm	Mood Swings (feat. Lil Tjay)	Lil Tjay	78	2020-07-03	0.48	0.602	10	-6.335	0	0.487	0.0	0.0848	0.269	179.798	213333	4
376	5kkaSMcf4BFlhRRICCKZb6	Something Special	Pop Smoke	69	2020-07-03	0.739	0.616	7	-6.963	0	0.252	1.93e-06	0.101	0.654	91.071	158466	4
377	1tkg4EHVoqnhR6iFEXb60y	What You Know Bout Love	Pop Smoke	81	2020-07-03	0.709	0.548	10	-8.493	1	0.65	1.59e-06	0.133	0.543	83.995	160000	4
378	4Tc9PHEoeP17PQj3OOKXPu	Diana (feat. King Combs)	King Combs	55	2020-07-03	0.794	0.792	7	-6.889	1	0.22	0.0	0.0998	0.546	126.994	188976	4
379	25zlnOAzbVoOzIeXSvQFf1	Got It On Me	Pop Smoke	76	2020-07-03	0.688	0.647	2	-7.258	1	0.00815	1.65e-05	0.095	0.195	88.834	164580	4
380	2SxR5RitJdsG6wINvJLBSD	Tunnel Vision (Outro)	Pop Smoke	55	2020-07-03	0.718	0.66	2	-7.39	1	0.363	0.0	0.159	0.659	142.879	132587	4
381	6PnTgx9lyvLGIcPnroCvc2	Dior - Bonus	Pop Smoke	59	2020-07-03	0.676	0.746	7	-7.837	1	0.0893	0.00157	0.412	0.675	142.035	216244	4
382	77KMttn3Lic7ZQKDlPqp8v	INTRO	DaBaby	57	2019-09-27	0.862	0.685	0	-7.699	0	0.0342	0.0	0.204	0.672	100.024	172800	4
383	3e39X4Q74yJzsYUEeyf4ws	OFF THE RIP	DaBaby	54	2019-09-27	0.801	0.693	0	-4.002	1	0.0104	0.0	0.376	0.602	164.084	115610	4
384	6Ozh9Ok6h4Oi1wUSLtBseN	BOP	DaBaby	76	2019-09-27	0.769	0.787	11	-3.909	1	0.189	0.0	0.129	0.836	126.77	159715	4
385	0fySG6A6qLE8IvDpayb5bM	VIBEZ	DaBaby	69	2019-09-27	0.768	0.652	1	-2.708	0	0.113	0.0	0.107	0.777	154.187	144935	4
386	2TsD9kSbgYx5fSNRsoNURE	POP STAR (feat. Kevin Gates)	Kevin Gates	56	2019-09-27	0.815	0.76	6	-4.632	1	0.0242	0.0	0.203	0.729	81.537	183145	4
387	0WoAkdHmgPmEXfiBox1flk	GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)	YK Osiris	48	2019-09-27	0.676	0.664	8	-4.435	1	0.0387	0.0	0.0475	0.838	161.867	214893	4
388	3GX2hFAekmSduZzcS52OnR	iPHONE (with Nicki Minaj)	Nicki Minaj	51	2019-09-27	0.733	0.574	1	-6.409	0	0.243	0.0	0.231	0.305	159.987	191920	4
389	2FvD20Z8aoWIePi7PoN8sG	TOES (feat. Lil Baby & Moneybagg Yo)	Moneybagg Yo	69	2019-09-27	0.816	0.582	8	-4.141	1	0.0794	5.84e-06	0.0916	0.542	160.004	136366	4
390	7vxGCUPJhe0fXfBkwVPFcP	REALLY (feat. Stunna 4 Vegas)	Stunna 4 Vegas	48	2019-09-27	0.943	0.654	1	-5.175	1	0.0552	0.0	0.0893	0.608	100.091	139500	4
391	0O7mJ0noFBLn8MMUJrFaF1	PROLLY HEARD	DaBaby	47	2019-09-27	0.884	0.783	1	-2.388	1	0.0744	0.0	0.12	0.929	124.052	143226	4
392	1CCDIow4pPYyJYzhtTUYz2	RAW SHIT (feat. Migos)	Migos	55	2019-09-27	0.874	0.714	5	-4.946	1	0.0273	0.0	0.356	0.85	130.046	216678	4
393	0pegcONe6MuDQRoPCtCBRf	THERE HE GO	DaBaby	47	2019-09-27	0.836	0.747	1	-3.368	0	0.339	0.0	0.0739	0.758	84.435	143296	4
394	4LH1gsNA3wUS6QKkGZoJN8	XXL	DaBaby	52	2019-09-27	0.914	0.655	6	-5.333	0	0.00245	0.0	0.0817	0.705	143.975	153863	4
395	1wjyGxvNK5POKbIfNroB3E	Ramona Park Legend Pt. 1	Vince Staples	33	2015-06-30	0.492	0.422	11	-13.058	1	0.593	0.245	0.363	0.506	82.045	36280	4
396	6mXwoyzrpb4T5Iveoo4k5G	Lift Me Up	Vince Staples	44	2015-06-30	0.664	0.612	1	-7.687	1	0.00186	0.000986	0.126	0.307	120.099	271960	4
397	4uQ7wYsuL0DryknoDc11Hk	Norf Norf	Vince Staples	65	2015-06-30	0.925	0.549	7	-6.572	1	0.396	0.000154	0.11	0.0904	100.014	183160	4
398	5cikVJA2ExOI9TTkC06vkN	Birds & Bees	Daley	38	2015-06-30	0.456	0.811	10	-7.256	0	0.00561	0.00436	0.622	0.689	135.964	162013	4
399	7wqWSTBpYjsFX4JDDQaU1w	Loca	Vince Staples	39	2015-06-30	0.871	0.743	10	-7.541	0	0.00495	0.5	0.0706	0.302	101.04	161573	4
400	1u1VcXquBfZfu7dc8PVYVc	Lemme Know	DJ Dahi	40	2015-06-30	0.723	0.526	6	-10.187	1	0.00733	0.162	0.222	0.667	156.122	222040	4
401	4sbHGlsIw5ST7u9s7hLxME	Dopeman	Kilo Kish	41	2015-06-30	0.759	0.439	5	-8.596	0	0.0155	5.27e-05	0.0828	0.594	148.033	113373	4
402	1deetO7jeQqMH2C7kSH32a	Jump Off The Roof	Snoh Aalegra	46	2015-06-30	0.732	0.945	1	-5.429	1	0.0859	0.000998	0.476	0.621	120.026	223987	4
403	734xplxSpoW22U5OeeZcr8	Señorita	Vince Staples	45	2015-06-30	0.763	0.63	9	-8.258	0	0.0622	1.02e-05	0.285	0.17	124.973	188027	4
404	7GKiBHjFfvPRNqqOuRYqLB	Summertime	Vince Staples	48	2015-06-30	0.446	0.593	11	-7.748	1	0.0365	0.85	0.0988	0.0706	123.884	259213	4
405	5bG2wMLua5ywaXjwmSQ42r	Ramona Park Legend Pt. 2	Vince Staples	32	2015-06-30	0.53	0.315	10	-14.547	0	0.68	0.000162	0.353	0.459	166.051	87853	4
406	24OsKc9qr5IFyiaHNCAk3h	3230	Vince Staples	38	2015-06-30	0.696	0.877	5	-6.076	1	0.142	0.0354	0.143	0.624	156.013	172680	4
407	06RUl9rjiV0OhczC0yQ0YA	Surf	Kilo Kish	38	2015-06-30	0.976	0.493	10	-12.867	0	0.932	0.0139	0.11	0.617	121.985	151547	4
408	28GiGdDsLRRCaYCrl9Esxr	Might Be Wrong	eeeeeeee	33	2015-06-30	0.24	0.366	8	-11.394	1	0.114	0.865	0.292	0.144	81.678	238200	4
409	7iQ8cowVQIQY7I4LwlABSJ	Get Paid	Desi Mo	34	2015-06-30	0.888	0.776	6	-6.774	0	0.137	4.94e-06	0.129	0.414	99.08	192773	4
410	2TElexeJMX3OyXil4DWbVs	Street Punks	Vince Staples	42	2015-06-30	0.756	0.49	10	-12.265	0	0.25	0.403	0.105	0.606	82.525	186867	4
411	1cjRGRxMNA8bdpFMbupG0w	Hang N' Bang	A$Ton Matthews	35	2015-06-30	0.832	0.642	11	-5.066	0	0.00308	0.00828	0.272	0.329	113.994	126800	4
412	5R08q0FbWLLQ5Bec8lQ3am	C.N.B.	Vince Staples	34	2015-06-30	0.743	0.671	1	-7.37	1	0.0895	2.27e-06	0.32	0.356	116.079	253387	4
413	6yHZ09mUcQRZtWBYW73OoQ	Like It Is	Vince Staples	33	2015-06-30	0.389	0.555	6	-10.76	1	0.182	8.77e-06	0.334	0.698	90.425	276160	5
414	2vSzbAjeftc7pxnyIM1QPf	'06	Vince Staples	33	2015-06-30	0.87	0.646	1	-9.06	0	0.00299	0.00106	0.241	0.341	102.956	47693	4
415	4YwNf1fLZt9IQhJeHNWfBi	Intro	J. Cole	6	2014-12-09	0.435	0.268	7	-15.164	0	0.844	0.0632	0.107	0.119	78.802	129267	4
416	6NyhBA9M6KK0fuVsojxL00	January 28th	J. Cole	0	2014-12-09	0.478	0.546	5	-8.59	1	0.26	0.0	0.0951	0.373	79.237	242813	4
417	6Ius4TC0L3cN74HT7ENE6e	Wet Dreamz	J. Cole	10	2014-12-09	0.517	0.705	6	-8.205	0	0.0751	0.0	0.128	0.584	175.906	239320	4
418	4txn9qnwK3ILQqv5oq2mO3	03' Adolescence	J. Cole	0	2014-12-09	0.519	0.809	1	-6.362	1	0.388	0.0	0.275	0.262	146.02	264213	4
419	7lL3MvFWFFSD25pBz72Agj	A Tale of 2 Citiez	J. Cole	1	2014-12-09	0.559	0.556	6	-7.844	1	0.553	0.0	0.251	0.362	189.861	269787	4
420	4Tjh34RS4ACZ6f6srlDBg8	Fire Squad	J. Cole	0	2014-12-09	0.516	0.738	11	-7.209	1	0.28	0.0	0.621	0.599	175.427	288200	4
421	4qRjfovbhI4EwP7VQNfxVW	St. Tropez	J. Cole	0	2014-12-09	0.649	0.541	9	-9.818	0	0.054	0.0365	0.0627	0.326	84.405	257920	4
422	16qYlQ6koFxYVbiJbGHblz	G.O.M.D.	J. Cole	3	2014-12-09	0.89	0.393	4	-10.821	0	0.331	8.81e-06	0.283	0.304	128.084	301133	4
423	62vpWI1CHwFy7tMIcSStl8	No Role Modelz	J. Cole	19	2014-12-09	0.692	0.521	10	-8.465	0	0.301	0.0	0.0565	0.463	100.45	292987	4
424	30Chv2SmIry70YwtmtaKnj	Hello	J. Cole	0	2014-12-09	0.598	0.7	9	-8.565	0	0.0771	1.13e-05	0.106	0.329	159.899	219173	4
425	1HNs07uZxZniPNmniw2GTa	Apparently	J. Cole	20	2014-12-09	0.8	0.543	5	-9.236	1	0.564	0.0	0.116	0.534	133.98	293040	4
426	4gkl7QbQvBd3TM9PhlWFkI	Love Yourz	J. Cole	1	2014-12-09	0.502	0.623	8	-8.812	1	0.609	0.0	0.119	0.399	75.578	211680	1
427	01VGA34ATxwp0Xo1ldduo2	Note to Self	J. Cole	0	2014-12-09	0.657	0.455	8	-8.673	1	0.855	0.0	0.171	0.326	83.273	875307	4
428	781V2Y5LPtcpgONEOadadE	Get Got	Death Grips	60	2012-04-23	0.57	0.993	7	-3.757	1	0.00628	0.00796	0.0876	0.405	87.0	171867	4
429	5lq6hpsabgw22xRYPHVV5c	The Fever (Aye Aye)	Death Grips	53	2012-04-23	0.432	0.94	10	-4.099	0	0.159	0.0	0.154	0.225	80.084	186973	4
430	4Q3ikbp3CWt0Gp4iYDt4lV	Lost Boys	Death Grips	47	2012-04-23	0.464	0.949	2	-2.454	1	0.003	0.000113	0.0808	0.374	77.121	186320	4
431	4mRuyccI90TUWJKP7qdYvX	Blackjack	Death Grips	48	2012-04-23	0.532	0.855	4	-3.014	0	0.259	0.0	0.112	0.534	136.902	142000	4
432	5PXyH5bb5fbVfO8LjByhBb	Hustle Bones	Death Grips	52	2012-04-23	0.6	0.982	4	-2.996	0	0.104	0.0	0.343	0.277	110.015	192360	4
433	7nCONy10IHp7XD3oYZ0lcx	I've Seen Footage	Death Grips	59	2012-04-23	0.603	0.944	11	-3.626	0	0.0481	0.0	0.342	0.418	130.035	202853	4
434	2SWHZzjaqBuWYUUuxjdeBG	Double Helix	Death Grips	47	2012-04-23	0.539	0.872	7	-5.59	1	0.146	0.0	0.0968	0.474	155.255	160093	4
435	5ZtF5IAVOaAQfVjbZav0K2	System Blower	Death Grips	47	2012-04-23	0.747	0.788	11	-3.976	0	0.0292	0.0	0.148	0.837	140.034	228093	4
436	1au4OV9YwQE9rjXRY2rpqY	The Cage	Death Grips	46	2012-04-23	0.385	0.931	0	-3.931	1	0.00415	0.0	0.361	0.455	140.939	211093	4
437	6Ucjy0z1uO111RCUVXqhnn	Punk Weight	Death Grips	48	2012-04-23	0.368	0.95	2	-4.521	1	0.0301	4.59e-06	0.384	0.616	130.568	204240	4
438	3VlCIYEdNORYA3OF5K0nQm	Fuck That	Death Grips	42	2012-04-23	0.56	0.945	1	-2.768	1	0.0509	0.0	0.344	0.344	82.657	144867	4
439	3mH8S4DhNu27hRclkjTzl4	Bitch Please	Death Grips	46	2012-04-23	0.441	0.799	11	-3.407	0	0.0166	0.0	0.0633	0.456	116.21	176000	4
440	7y8X0Z04gJCKtfrnSAMywJ	Hacker	Death Grips	57	2012-04-23	0.681	0.88	9	-3.895	1	0.0567	0.0	0.0893	0.38	124.885	275520	4
441	2QeQNF182V61Im0QpjdVta	Pornography	Travis Scott	61	2015-09-04	0.603	0.649	11	-5.887	1	0.105	0.0	0.712	0.343	128.815	231827	4
442	2rMFawCg4BW65jzbwztXAV	Oh My Dis Side (feat. Quavo)	Quavo	64	2015-09-04	0.459	0.623	1	-4.45	1	0.352	0.0	0.131	0.205	126.018	351253	4
443	1SGt65i9AnXYdDQt1AtDRH	3500 (feat. Future & 2 Chainz)	2 Chainz	66	2015-09-04	0.773	0.595	8	-6.062	0	0.114	2.47e-06	0.13	0.338	123.968	461840	4
444	3dtBVBClM5ms0qCBBrqpUb	Wasted (feat. Juicy J)	Juicy J	55	2015-09-04	0.689	0.61	10	-9.004	0	0.0836	0.0	0.36	0.119	134.923	235680	4
445	51EC3I1nQXpec4gDk0mQyP	90210 (feat. Kacy Hill)	Kacy Hill	79	2015-09-04	0.402	0.526	9	-6.741	0	0.113	8.33e-06	0.105	0.312	81.404	339067	4
446	2dJ4rGtsOHOgvTQawsCRtg	Pray 4 Love (feat. The Weeknd)	The Weeknd	64	2015-09-04	0.629	0.578	1	-4.704	1	0.2	0.0	0.151	0.211	79.94	307000	4
447	3xby7fOyqmeON8jsnom0AT	Nightcrawler (feat. Swae Lee & Chief Keef)	Chief Keef	68	2015-09-04	0.522	0.728	3	-3.801	0	0.00134	0.0	0.132	0.18	124.045	321560	4
448	5H25xsIuRWUI8GwcoAoeSG	Piss On Your Grave (feat. Kanye West)	Kanye West	57	2015-09-04	0.554	0.54	1	-5.687	1	0.00793	1.05e-06	0.158	0.162	116.877	166320	4
449	1wHZx0LgzFHyeIZkUydNXq	Antidote	Travis Scott	74	2015-09-04	0.713	0.526	1	-5.046	1	0.00767	0.000148	0.124	0.131	131.05	262693	4
450	0IabpxMpUV7waD7U4uDIMJ	Impossible	Travis Scott	61	2015-09-04	0.507	0.464	3	-8.531	0	0.398	2.62e-05	0.603	0.277	147.984	242507	4
451	6Yqmv7XJLCrQEauMbPGZSw	Maria I'm Drunk (feat. Justin Bieber & Young Thug)	Young Thug	70	2015-09-04	0.648	0.631	4	-5.662	0	0.377	0.0	0.12	0.142	105.989	349933	4
452	6HszFW6X5wM8DKX1SO0LaK	Flying High (feat. Toro y Moi)	Toro y Moi	52	2015-09-04	0.628	0.827	1	-3.139	0	0.0616	0.0	0.495	0.429	130.016	208627	4
453	2hiuiI3ac0I5kJWtkeGHEL	I Can Tell	Travis Scott	57	2015-09-04	0.696	0.8	2	-5.68	1	0.000819	0.0	0.0954	0.0635	110.013	235533	4
454	6scpNkWEmUxmKY7nYjVLsX	Apple Pie	Travis Scott	64	2015-09-04	0.655	0.496	3	-4.139	0	0.0335	0.0	0.156	0.28	137.945	219360	4
455	0MRZ9nMoLc7qQ8Nhovv8C8	Ok Alright (feat. ScHoolboy Q)	ScHoolboy Q	55	2015-09-04	0.53	0.661	8	-5.507	1	0.141	0.00018	0.123	0.149	122.482	417693	4
456	3jg8bevUzKYONDLBBQquif	Never Catch Me	Travis Scott	55	2015-09-04	0.527	0.521	10	-8.341	0	0.0114	0.0232	0.167	0.127	99.438	176160	4
457	5R691ipUYRDYW6ehapjoj6	9 5 . s o u t h	J. Cole	66	2021-05-14	0.713	0.793	2	-5.277	1	0.271	0.0	0.727	0.203	71.724	196946	4
458	2cnKST6T9qUo2i907lm8zX	a m a r i	J. Cole	75	2021-05-14	0.725	0.713	4	-6.173	0	0.127	0.0	0.617	0.207	65.988	148421	4
459	1D3z6HTiQsNmZxjl7F7eoG	m y . l i f e (with 21 Savage & Morray)	Morray	80	2021-05-14	0.597	0.587	7	-7.026	0	0.0622	0.0	0.214	0.0753	140.021	218802	4
460	1d7q712nXjG98HiwHk7HFS	a p p l y i n g . p r e s s u r e	J. Cole	62	2021-05-14	0.699	0.759	1	-5.302	1	0.0814	0.0	0.312	0.404	83.092	177337	4
461	57ZUX6TNyKLBydAdVVd02x	p u n c h i n ‘ . t h e . c l o c k	J. Cole	63	2021-05-14	0.769	0.74	11	-6.579	0	0.197	0.0	0.171	0.692	94.104	112579	4
462	4n6NDfYake476trCjJRNl0	1 0 0 . m i l ‘ (with Bas)	Bas	63	2021-05-14	0.711	0.647	2	-5.667	0	0.334	0.0	0.312	0.227	125.092	163302	4
463	5W8jRrZ6tWrTrqnKRtIQBf	p r i d e . i s . t h e . d e v i l (with Lil Baby)	Lil Baby	77	2021-05-14	0.861	0.656	4	-7.867	0	0.104	0.0	0.0986	0.331	88.967	218210	4
464	0GAyuCo975IHGxxiLKDufB	l e t . g o . m y . h a n d (with Bas & 6LACK)	6LACK	68	2021-05-14	0.583	0.625	1	-8.011	1	0.506	0.0	0.196	0.516	89.812	266291	4
465	08LwMWf5Tcfsd752EPzFV0	i n t e r l u d e	J. Cole	70	2021-05-14	0.77	0.574	1	-5.525	1	0.0617	0.0	0.104	0.104	98.962	133022	3
